Pipe_ID,Zone_Enc,Zone_Name,Zone_Office,Zone_Road,Block_Enc,Ward_No,Ward_Name,Latitude,Longitude,Pressure,Flow_Rate,Temperature,Vibration,RPM,Operational_Hours,Leakage_Flag,Leakage_Risk_Score,Pressure_Flow_Ratio,Pressure_per_RPM,Flow_x_Vibration,Thermal_Stress,Wear_Factor,Distance_from_Center,RPM_Vibration,Pressure_Zone_Deviation
IND-PIPE-0001,3,Sirpur,Sirpur Zone Office,Sirpur - Nemawar Road,1,1,Sirpur,22.695489,75.844817,64.96714153011233,73.64360476965945,96.60752634756388,2.928288391770536,2104.485874300045,3380,0,8.676463239547118,0.8821829527694266,0.0308707898754666,215.64971297513105,282.8946979612375,0.3380676135227045,0.0240148104144731,6162.541556357889,5.063903098189705
IND-PIPE-0002,2,Kalani Nagar,Kalani Nagar Zone Office,Kalani Nagar Main Road,3,3,Kalani Nagar,22.742268,75.912568,58.61735698828815,73.19878837424218,98.47250268473174,2.983672048129845,2084.9970777607,2235,0,14.581431385954032,0.800796711014247,0.0281138795504235,218.40117882919824,293.8096537698252,0.2235447089417883,0.1273178888170666,6220.947501347009,-0.966641344845236
IND-PIPE-0003,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,1,22,Pt. Deendayal Upadhyay,22.745044,75.885444,66.47688538100692,53.06535241054978,97.01309469477428,3.032147439293791,1719.0440462583526,8762,0,-13.411532970457143,1.2527359158823126,0.0386708444958063,160.9019724268711,294.1580066567259,0.876375275055011,0.1027907900699512,5212.3950028955005,5.690570777856763
IND-PIPE-0004,4,Rajendra Nagar,Rajendra Nagar Zone Office,Rajendra Nagar - Mahalakshmi Nagar Road,2,18,Sant Kabir,22.672694,75.878488,75.23029856408026,75.04864712447844,100.5520902347306,3.47343073082309,2173.8752665291213,8931,0,-0.181651439601822,1.002420315653357,0.0346065385518323,260.6762772288613,349.2607202698096,0.8932786557311462,0.0253321226129582,7550.805155738485,15.2306640178859
IND-PIPE-0005,2,Kalani Nagar,Kalani Nagar Zone Office,Kalani Nagar Main Road,0,3,Kalani Nagar,22.739127,75.915194,57.65846625276664,90.99243622732618,105.98589265730956,2.626391345756628,1552.9751973270145,3403,0,33.333969974559544,0.6336621185973904,0.0371277442039841,238.98174703676136,278.3604312474488,0.3403680736147229,0.118188402491968,4078.720618434362,-1.9255320803667504
IND-PIPE-0006,4,Rajendra Nagar,Rajendra Nagar Zone Office,Rajendra Nagar - Mahalakshmi Nagar Road,2,18,Sant Kabir,22.671794,75.880978,57.6586304305082,60.88651821384808,96.14478921429398,2.57682650424367,1803.744702271901,7021,0,3.227887783339881,0.9469850247988728,0.0319660703858055,156.89399388455868,247.74844109231367,0.7022404480896179,0.0389135557750281,4647.937155703342,-2.341004115686161
IND-PIPE-0007,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,3,21,Shyam Nagar,22.761279,75.886796,75.79212815507391,95.72723976575888,105.00410248884208,3.618309871071488,1400.2736561306576,8420,0,19.93511161068497,0.7917508164136597,0.054126653945088,346.37081657487244,379.9373805383795,0.8421684336867373,0.1077992340325303,5066.623992178921,15.005813551923753
IND-PIPE-0008,4,Rajendra Nagar,Rajendra Nagar Zone Office,Rajendra Nagar - Mahalakshmi Nagar Road,1,19,Vishwakarma Nagar,22.675664,75.862102,67.67434729152909,87.31662231626507,96.09163963826556,2.7686776290593507,2467.5879550888444,7734,0,19.64227502473598,0.7750453206487548,0.0274253028661908,241.75157885206755,266.0467730060986,0.7735547109421884,0.0285878358491149,6831.955568990793,7.67471274533473
IND-PIPE-0009,3,Sirpur,Sirpur Zone Office,Sirpur - Nemawar Road,3,1,Sirpur,22.693802,75.834594,55.30525614065048,68.98650017043443,95.7618639375156,2.3684823232114667,1930.535151816412,9453,0,13.681244029783947,0.8016821840098337,0.0286476295456927,163.39330619389878,226.8102819737873,0.945489097819564,0.0378484272836282,4572.438381415536,-4.597982291272146
IND-PIPE-0010,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,0,21,Shyam Nagar,22.751667,75.888689,65.42560043585965,77.87705543993229,104.09297309171606,2.757435028950065,2650.0652104448936,3369,0,12.451455004072642,0.8401138392447949,0.0246882982090818,214.74092062155552,287.0296102706544,0.3369673934786957,0.1144148480400282,7307.382640282675,4.63928583270949
IND-PIPE-0011,2,Kalani Nagar,Kalani Nagar Zone Office,Kalani Nagar Main Road,4,3,Kalani Nagar,22.739384,75.901548,55.365823071875376,103.9748271146155,104.60968189003808,2.8349736323779995,2240.8849779558486,3467,0,48.60900404274012,0.5324925203859033,0.0247071239128521,294.765893300996,296.5656898497083,0.3467693538707742,0.1201862369912449,6352.849825696785,-4.218175261258011
IND-PIPE-0012,2,Kalani Nagar,Kalani Nagar Zone Office,Kalani Nagar Main Road,4,3,Kalani Nagar,22.731711,75.906993,55.34270246429743,91.003217202588,104.25704968381328,3.7774813638628815,2134.429464005307,5427,0,35.66051473829057,0.6081399986079127,0.0259285692679484,343.7629570343421,393.8290622319312,0.5428085617123425,0.1197303483960834,8062.767522759887,-4.241295868835955
IND-PIPE-0013,3,Sirpur,Sirpur Zone Office,Sirpur - Nemawar Road,4,5,Raj Nagar,22.697446,75.840844,62.41962271566034,80.13175482347222,93.4210129589093,3.4624131061883685,1824.1316917157003,2259,0,17.712132107811883,0.7789622860942701,0.0342188136179811,277.44923812266325,323.46213966232096,0.2259451890378075,0.0337555693542779,6315.8974768100015,2.5163842837377146
IND-PIPE-0014,0,Rajwada,Rajwada Zone Office,Rajwada Chowk - Sarafa Road,3,8,Juna Risala,22.712392,75.858042,40.86719755342202,76.43475024558524,97.67024510963977,3.573760308316121,1686.094989293774,3054,0,35.56755269216322,0.5346677012149383,0.0242377787553722,273.1594766037284,349.05004527633736,0.3054610922184437,0.0254593198877667,6025.699348788785,-19.140220033776306
IND-PIPE-0015,4,Rajendra Nagar,Rajendra Nagar Zone Office,Rajendra Nagar - Mahalakshmi Nagar Road,4,18,Sant Kabir,22.685518,75.858815,42.75082167486967,81.14913605677489,104.1149429600166,3.409986821173393,2156.8914721690835,1533,0,38.39831438190522,0.5268178872142368,0.0198205714234066,276.717484503209,355.0305833808761,0.1533306661332266,0.0320712204646567,7354.971494797853,-17.248812871324688
IND-PIPE-0016,2,Kalani Nagar,Kalani Nagar Zone Office,Kalani Nagar Main Road,1,3,Kalani Nagar,22.739281,75.902293,54.37712470759027,72.32354663086545,100.20770920281949,3.473121835807657,1978.5457972181048,3119,0,17.94642192327518,0.7518591070559132,0.0274833792117485,251.1884890467121,348.0335829485763,0.3119623924784957,0.1174993270795599,6871.73061146367,-5.206873625543118
IND-PIPE-0017,3,Sirpur,Sirpur Zone Office,Sirpur - Nemawar Road,0,1,Sirpur,22.688061,75.844773,49.87168879665576,48.42875741421478,94.63153576901269,2.655958936709841,1598.2189053544098,2523,0,-1.4429313824409815,1.0297947162292933,0.0312045417042236,128.6247910480367,251.3374731202862,0.2523504700940188,0.0369196857933003,4244.803784494664,-10.031549635266863
IND-PIPE-0018,4,Rajendra Nagar,Rajendra Nagar Zone Office,Rajendra Nagar - Mahalakshmi Nagar Road,2,18,Sant Kabir,22.694475,75.877102,63.142473325952736,110.63266865802096,102.2915896956272,2.900698922323258,1544.9424750475046,4457,0,47.49019533206823,0.5707398039338248,0.0408704362376384,320.9120627500675,296.7171039928387,0.4457891578315663,0.0420134745463968,4481.412972421724,3.142838779758378
IND-PIPE-0019,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,1,22,Pt. Deendayal Upadhyay,22.748611,75.884044,50.91975924478789,82.32987498799102,96.42596370504263,2.5050423434882254,1712.3888812569248,3589,0,31.41011574320313,0.618484518133546,0.0297360952904873,206.2398229790097,241.55112209279056,0.3589717943588718,0.1128830933279721,4289.606656067028,-9.86655535836227
IND-PIPE-0020,3,Sirpur,Sirpur Zone Office,Sirpur - Nemawar Road,0,1,Sirpur,22.702922,75.832564,45.87696298664709,85.97220897683806,108.97262424196106,2.8947559847314834,2546.2901675798694,5419,0,40.095245990190975,0.5336254377592241,0.0180171778497967,248.8685664562877,315.4491561963119,0.542008401680336,0.0389755999197516,7370.888701464759,-14.026275445275536
IND-PIPE-0021,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,2,54,Vijay Nagar Area,22.744229,75.893584,74.65648768921554,79.13138375184637,107.7242073120913,3.3420524954673705,2663.983375403391,8092,0,4.474896062630833,0.9434496746428604,0.0280243818705013,264.4612385376443,360.0199558696191,0.8093618723744749,0.1059330137738152,8903.172287650492,13.870173086065378
IND-PIPE-0022,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,4,22,Pt. Deendayal Upadhyay,22.742125,75.903524,57.74223699513465,68.97324798913118,103.02048713177784,3.0672916424061234,2061.496744192673,7744,0,11.231010993996534,0.8371684719349298,0.0280098607372039,211.56106710666705,315.99387917590974,0.7745549109821964,0.1064638473324031,6323.21173430962,-3.044077608015513
IND-PIPE-0023,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,2,54,Vijay Nagar Area,22.747511,75.897601,60.67528204687924,77.21113278576844,106.80503352384886,3.6557404094801473,2044.6828388723864,2940,0,16.535850738889202,0.7858358244383207,0.029674666699699,282.26385818667114,390.4514769890161,0.2940588117623525,0.1037425527409969,7474.829678636368,-0.1110325562709206
IND-PIPE-0024,4,Rajendra Nagar,Rajendra Nagar Zone Office,Rajendra Nagar - Mahalakshmi Nagar Road,3,19,Vishwakarma Nagar,22.678781,75.870182,45.75251813786544,56.00907856708533,100.3239567506169,2.4292921038863904,1899.103888451144,4736,0,10.256560429219896,0.8168766767747879,0.0240916350996803,136.06241230897285,243.71619596491337,0.4736947389477896,0.0320914198559643,4613.478080674305,-14.24711640832892
IND-PIPE-0025,0,Rajwada,Rajwada Zone Office,Rajwada Chowk - Sarafa Road,3,8,Juna Risala,22.720721,75.850137,54.556172754748175,114.15629747079956,103.82718747187508,3.25011917534912,1719.6543955071493,1072,0,59.60012471605138,0.4779076510398103,0.0317250795159966,371.0215713967039,337.4507329249091,0.1072214442888577,0.0242865907306926,5589.081725811186,-5.451244832450144
IND-PIPE-0026,1,Vijay Nagar,Vijay Nagar Zone Office,AB Road - Scheme No. 54,4,22,Pt. Deendayal Upadhyay,22.76457,75.900303,61.10922589709866,61.48232002366406,107.38860147651036,2.375848599065341,2412.553717282173,3887,0,0.3730941265653982,0.993931522659896,0.0253296849749084,146.0726838955092,255.13905837355333,0.3887777555511102,0.0952751165201762,5731.86236937473,0.3229112939485006
IND-PIPE-0027,2,Kalani Nagar,Kalani Nagar Zone Office,Kalani Nagar Main Road,4,3,Kalani Nagar,22.747248,75.919676,48.490064225776976,64.5205057422923,101.22749340897155,3.047088234586821,2562.072918169141,6357,0,16.030441516515324,0.7515448949517992,0.0189261061590577,196.5996739369303,308.4491041831922,0.6358271654330866,0.1148597804832553,7806.862245106712,-11.09393410735641
