Pressure,Flow_Rate,Temperature,Vibration,RPM,Operational_Hours,Latitude,Longitude,Leakage_Flag,Pressure_Flow_Ratio,Pressure_per_RPM,Leakage_Risk_Score,Flow_x_Vibration,Thermal_Stress,Wear_Factor,Zone_Enc,Block_Enc,Distance_from_Center,RPM_Vibration,Pressure_Zone_Deviation
64.96714153011233,73.64360476965945,96.60752634756388,2.928288391770536,2104.485874300045,3380,25.162560340801903,55.23801823745861,0,0.8821829527694266,0.030870789875466657,8.676463239547118,215.64971297513102,282.8946979612375,0.33806761352270454,3,1,0.02401481041447317,6162.541556357889,5.063903098189705
58.61735698828815,73.19878837424218,98.47250268473174,2.983672048129845,2084.9970777607,2235,25.09047288072893,55.1624763163165,0,0.800796711014247,0.028113879550423524,14.581431385954033,218.40117882919824,293.80965376982516,0.22354470894178835,2,3,0.1273178888170666,6220.947501347009,-0.966641344845236
66.47688538100692,53.06535241054978,97.01309469477428,3.032147439293791,1719.0440462583526,8762,25.279196109788145,55.28760074136686,0,1.2527359158823126,0.03867084449580634,-13.411532970457145,160.9019724268711,294.1580066567259,0.876375275055011,1,1,0.1027907900699512,5212.3950028955005,5.690570777856763
75.23029856408026,75.04864712447844,100.5520902347306,3.47343073082309,2173.8752665291213,8931,25.19832595455472,55.26976543307166,0,1.0024203156533573,0.03460653855183235,-0.18165143960182206,260.67627722886135,349.2607202698096,0.8932786557311462,4,2,0.025332122612958266,7550.805155738485,15.2306640178859
57.65846625276664,90.99243622732618,105.98589265730956,2.626391345756628,1552.9751973270145,3403,25.099629939153804,55.16609809334769,0,0.6336621185973904,0.037127744203984146,33.333969974559544,238.98174703676136,278.3604312474488,0.34036807361472293,2,0,0.11818840249196809,4078.7206184343627,-1.9255320803667502
57.6586304305082,60.88651821384808,96.14478921429398,2.57682650424367,1803.7447022719011,7021,25.196684233685552,55.28567101754788,0,0.9469850247988728,0.03196607038580557,3.227887783339881,156.89399388455868,247.74844109231367,0.7022404480896179,4,2,0.03891355577502813,4647.937155703342,-2.341004115686161
75.79212815507391,95.72723976575888,105.00410248884208,3.618309871071488,1400.2736561306576,8420,25.279245888808813,55.29932632962912,0,0.7917508164136597,0.05412665394508808,19.93511161068497,346.37081657487244,379.9373805383795,0.8421684336867373,1,3,0.10779923403253035,5066.623992178921,15.005813551923751
67.67434729152909,87.31662231626507,96.09163963826556,2.7686776290593507,2467.5879550888444,7734,25.193219257110147,55.27594336321348,0,0.7750453206487548,0.02742530286619083,19.64227502473598,241.75157885206755,266.0467730060986,0.7735547109421884,4,1,0.028587835849114996,6831.955568990793,7.67471274533473
55.30525614065048,68.98650017043443,95.7618639375156,2.3684823232114667,1930.5351518164116,9453,25.155483474957464,55.22397450881357,0,0.8016821840098337,0.028647629545692704,13.681244029783947,163.39330619389878,226.8102819737873,0.9454890978195639,3,3,0.03784842728362828,4572.438381415536,-4.597982291272146
65.42560043585965,77.87705543993229,104.09297309171606,2.757435028950065,2650.0652104448936,3369,25.283894928372543,55.30462557792945,0,0.8401138392447949,0.024688298209081805,12.451455004072642,214.74092062155552,287.0296102706544,0.33696739347869575,1,0,0.1144148480400282,7307.382640282675,4.63928583270949
55.365823071875376,103.9748271146155,104.60968189003808,2.8349736323779995,2240.8849779558486,3467,25.100412660767745,55.1625063449589,0,0.5324925203859033,0.02470712391285216,48.60900404274012,294.76589330099597,296.5656898497083,0.3467693538707742,2,4,0.12018623699124495,6352.849825696785,-4.218175261258011
55.34270246429743,91.003217202588,104.25704968381328,3.7774813638628815,2134.429464005307,5427,25.10339678804633,55.1603318315198,0,0.6081399986079127,0.02592856926794847,35.66051473829057,343.76295703434215,393.8290622319312,0.5428085617123425,2,4,0.11973034839608346,8062.767522759887,-4.241295868835955
62.41962271566034,80.13175482347222,93.4210129589093,3.4624131061883685,1824.1316917157003,2259,25.15306347473323,55.235324240500105,0,0.7789622860942701,0.03421881361798115,17.712132107811883,277.44923812266325,323.46213966232096,0.22594518903780755,3,4,0.033755569354277905,6315.8974768100015,2.5163842837377146
40.86719755342202,76.43475024558524,97.67024510963977,3.573760308316121,1686.094989293774,3054,25.203135925571143,55.2656532180251,0,0.5346677012149383,0.024237778755372245,35.56755269216322,273.1594766037284,349.05004527633736,0.3054610922184437,0,3,0.025459319887766743,6025.699348788785,-19.140220033776302
42.75082167486967,81.14913605677489,104.1149429600166,3.409986821173393,2156.8914721690835,1533,25.189845998313675,55.28042112717359,0,0.5268178872142368,0.01982057142340661,38.39831438190522,276.717484503209,355.0305833808761,0.15333066613322666,4,4,0.0320712204646567,7354.971494797853,-17.248812871324688
54.37712470759027,72.32354663086545,100.20770920281949,3.473121835807657,1978.5457972181052,3119,25.097245564347222,55.16961693920826,0,0.7518591070559132,0.02748337921174852,17.94642192327518,251.1884890467121,348.0335829485763,0.3119623924784957,2,1,0.1174993270795599,6871.73061146367,-5.206873625543118
49.87168879665576,48.42875741421478,94.63153576901269,2.655958936709841,1598.2189053544098,2523,25.149754920554344,55.2350270692874,0,1.0297947162292933,0.031204541704223647,-1.4429313824409817,128.6247910480367,251.3374731202862,0.2523504700940188,3,0,0.03691968579330039,4244.803784494664,-10.031549635266863
63.142473325952736,110.63266865802096,102.2915896956272,2.900698922323258,1544.9424750475046,4457,25.195613705742467,55.289260769829454,0,0.5707398039338248,0.040870436237638454,47.490195332068225,320.9120627500675,296.7171039928387,0.4457891578315663,4,2,0.04201347454639681,4481.412972421724,3.142838779758378
50.91975924478789,82.32987498799102,96.42596370504263,2.5050423434882254,1712.3888812569248,3589,25.2846508487873,55.29994515311836,0,0.618484518133546,0.029736095290487347,31.41011574320313,206.23982297900966,241.55112209279056,0.3589717943588718,1,1,0.11288309332797211,4289.606656067028,-9.86655535836227
